name,priceBefore,priceAfter,amount,amountUnit,discount,startDate,endDate,city,shop,page,processed_date,discountCondition,dt
"Нектар J7, Вишневый, 970мл",,139.99,970.0,мл,,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"САЛЯМИ ИТАЛЬЯНСКАЯ нарезка, мини (ОМПК), 150г",212.79,129.99,150.0,г,39.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Нектар ДОБРЫЙ, Бодрый микс, 1л",145.99,109.99,1.0,л,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Сырок глазированный КАРТОШКА, 20%, 45г",27.99,19.99,45.0,г,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Корнишоны ШЕСТЬ СОТОК, Маринованные, 720мл",239.99,159.99,720.0,мл,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Йогурт САВУШКИН Теос Греческий манго-чиа 2%, 140г",55.59,44.99,140.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Мармелад АПЕЛЬСИН (Азовская КФ), 300г",112.01,84.99,300.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Карбонат ЮБИЛЕЙНЫЙ, варено-копченый (Семейные Секреты), 150г",121.49,99.99,150.0,г,18.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Продукт HI растительный с манго и мюсли 2,5%, 125г",54.39,45.99,125.0,г,16.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD молочный пористый, 80г",102.49,64.99,80.0,г,37.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Масляная рыба БАЛТИЙСКИЙ БЕРЕГ холодного копчения филе кусочки, 200г",434.79,259.99,200.0,г,41.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD, с фундуком и изюмом, 90г",106.79,57.99,90.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Напиток газированный ЛИМОНАД, Старые добрые традиции, 500мл",61.61,54.99,500.0,мл,11.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Кофе ЛЕ КАФЕ ГОЛД, 95г",293.19,219.99,95.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Фасоль ГЛОБУС, красная, 425мл",114.99,74.99,425.0,мл,35.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Кондиционер для белья VERNEL®, Гибискус и масло розы, 910мл",230.53,174.99,910.0,мл,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Окорок МЯСНИЦКИЙ РЯД копчено-вареный охлажденный, 300г",269.49,139.99,300.0,г,49.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Колбаса ДОКТОРСКАЯ, Особая (Царицыно), 500г",171.19,99.99,500.0,г,42.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Земляника СИБИРСКАЯ ЯГОДА, Протертая, 280г",119.99,89.99,280.0,г,26.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD, с фундуком и изюмом, 90г",106.79,57.99,90.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Чай ТЕСС Плежа черный Тропические фрукты, 200г",278.79,199.99,200.0,г,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Колбаса МЯСНАЯ ИСТОРИЯ Флорент+Пеппер сырокопченая, нарезка, 100г",217.39,149.99,100.0,г,32.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Грудинка ОХОТНИЧЬЯ, варено-копченая (Великолукский), 300г",241.99,149.99,300.0,г,39.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Абрикосы ВОСТОЧНЫЙ ГОСТЬ сушеные, 150г",281.5,224.99,150.0,г,21.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,0,2022-10-17,,2022-10-16
"Стиральный порошок PERSIL®, Колор, автомат, Свежесть от Вернель, 3кг",1399.99,429.99,3.0,кг,70.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Ветчина РУБЛЕВСКИЙ Для завтрака (Москворецкий), 400г",399.56,189.99,400.0,г,53.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Форель БАЛТИЙСКИЙ БЕРЕГ, слабосоленая, 200г",469.29,299.99,200.0,г,37.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Капсулы для стирки LOSK® Дуо-капс Колор, 12шт.",369.99,249.99,12.0,шт,33.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Колбаса PREMIERE OF TASTE® Сальчичон сырокопченая, 250г",363.79,159.99,250.0,г,57.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Суп МАГНИТ Гороховый со вкусом бекона, 70г",39.99,29.99,70.0,г,26.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"МОРОЖЕНОЕ пломбир (НБН-Пломбир), 450г",261.99,209.99,450.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Карбонат ЮБИЛЕЙНЫЙ, варено-копченый (Семейные Секреты), 150г",121.49,99.99,150.0,г,18.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Хлеб ДАНИЛОВСКИЙ, бездрожжевой, ржано-пшеничный, нарезка, 300г",45.99,34.99,300.0,г,24.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Грецкий орех ВОСТОЧНЫЙ ГОСТЬ, 150г",240.59,191.99,150.0,г,21.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Порошок стиральный LOSK® автомат Горное Озеро, 2,7кг",469.99,349.99,2.7,кг,26.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Сыр плавленый ФЕТАКСА Хохланд 45%, 400г",309.0,229.99,400.0,г,26.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Колбаски ПИКОЛИНИ, Хамон, сырокопченые (Дымов), 50г",96.69,54.99,50.0,г,44.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Масляная рыба БАЛТИЙСКИЙ БЕРЕГ холодного копчения филе кусочки, 200г",434.17,319.99,200.0,г,27.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"КРЕВЕТКИ КОКТЕЙЛЬНЫЕ Очищенные (Агама Роял Гринланд), 300г",632.89,479.99,300.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Мармелад жевательный БОН ПАРИ, Медведи, 75г",75.5,49.99,75.0,г,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Приправа ИНДАНА для курицы, 15г",36.99,28.99,15.0,г,22.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"МОЛОЧНАЯ ЛЕГЕНДА Йогурт термостатный 3,4% 180г пл/ст (КМК):6",46.99,39.99,180.0,г,15.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Фарш ИНДИЛАЙТ Классический, охлажденный, 450г",185.37,149.99,450.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Сардина иваси ДОБРОФЛОТ, Тихоокеанская, 245г",149.99,89.99,245.0,г,41.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Шоколад молочный РОССИЯ, Карамель/арахис, 90г",89.99,49.99,90.0,г,45.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Йогурт САВУШКИН Греческий клубника 2%, 140г",55.99,44.99,140.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Скумбрия БАРС в томатном соусе, 250г",129.99,109.99,250.0,г,16.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Шоколад молочный ALPEN GOLD, Соленый миндаль и карамель, 90г",105.39,57.99,90.0,г,45.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Чай RICHARD черный Роял Годжи&Вайлд Строберри, 25пакетиков",142.53,89.99,25.0,шт,37.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Нектар J7, Вишневый, 970мл",,139.99,970.0,мл,,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Чай черный RICHARD Роял, с розмарином и чабрецом, 25 пакетиков",126.69,89.99,25.0,шт,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"САЛЯМИ ИТАЛЬЯНСКАЯ нарезка, мини (ОМПК), 150г",212.79,129.99,150.0,г,39.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Нектар ДОБРЫЙ, Бодрый микс, 1л",145.99,109.99,1.0,л,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Мармелад АПЕЛЬСИН (Азовская КФ), 300г",112.01,84.99,300.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Корнишоны ШЕСТЬ СОТОК, Маринованные, 720мл",239.99,159.99,720.0,мл,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Сырок глазированный КАРТОШКА, 20%, 45г",27.99,19.99,45.0,г,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Йогурт САВУШКИН Теос Греческий манго-чиа 2%, 140г",55.59,44.99,140.0,г,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Карбонат ЮБИЛЕЙНЫЙ, варено-копченый (Семейные Секреты), 150г",121.49,99.99,150.0,г,18.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Продукт HI растительный с манго и мюсли 2,5%, 125г",54.39,45.99,125.0,г,16.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD, с фундуком и изюмом, 90г",106.79,57.99,90.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD молочный пористый, 80г",102.49,64.99,80.0,г,37.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Масляная рыба БАЛТИЙСКИЙ БЕРЕГ холодного копчения филе кусочки, 200г",434.79,259.99,200.0,г,41.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Напиток газированный ЛИМОНАД, Старые добрые традиции, 500мл",61.61,54.99,500.0,мл,11.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Кофе ЛЕ КАФЕ ГОЛД, 95г",293.19,219.99,95.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Фасоль ГЛОБУС, красная, 425мл",114.99,74.99,425.0,мл,35.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Земляника СИБИРСКАЯ ЯГОДА, Протертая, 280г",119.99,89.99,280.0,г,26.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Колбаса ДОКТОРСКАЯ, Особая (Царицыно), 500г",171.19,99.99,500.0,г,42.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Кондиционер для белья VERNEL®, Гибискус и масло розы, 910мл",230.53,174.99,910.0,мл,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Окорок МЯСНИЦКИЙ РЯД копчено-вареный охлажденный, 300г",269.49,139.99,300.0,г,49.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Шоколад ALPEN GOLD, с фундуком и изюмом, 90г",106.79,57.99,90.0,г,46.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Грудинка ОХОТНИЧЬЯ, варено-копченая (Великолукский), 300г",241.99,149.99,300.0,г,39.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Колбаса МЯСНАЯ ИСТОРИЯ Флорент+Пеппер сырокопченая, нарезка, 100г",217.39,149.99,100.0,г,32.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Чай ТЕСС Плежа черный Тропические фрукты, 200г",278.79,199.99,200.0,г,29.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Мороженое ФИЛЕВСКАЯ ЛАКОМКА, во взбитой шоколадной глазури, 90г",56.99,39.99,90.0,г,30.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,1,2022-10-17,,2022-10-16
"Кондиционер для белья VERNEL®, Свежесть летнего утра, 910мл",229.99,174.99,910.0,мл,24.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Мороженое ФИЛЕВСКАЯ ЛАКОМКА, во взбитой шоколадной глазури, 90г",56.99,39.99,90.0,г,30.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Колбаса ЛИВЕРНАЯ ЯИЧНАЯ (Ближние Горки), 300г",206.24,129.99,300.0,г,37.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Гренки КРУТЕЦ ржаные, томат спайси, 80г",37.99,29.99,80.0,г,22.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Шампунь PANTENE®, Дополнительный объем, 3в1, 360мл",399.99,359.99,360.0,мл,11.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"ПОДЖАРКА ИЗ СВИНИНЫ (Агро-Белогорье), 700г",345.94,259.99,700.0,г,25.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Палочки крабовые СЕВЕРНАЯ ГАВАНЬ снежный краб охлажденные, 200г",152.39,119.99,200.0,г,22.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Чай зеленый ТЕСС, Флирт, 25 пакетиков",112.89,74.99,25.0,шт,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Шоколад молочный ALPEN GOLD, Орео, арахисовая паста, 95г",105.29,57.99,95.0,г,45.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Мармелад жевательный БОН ПАРИ, Медведи, 75г",75.5,49.99,75.0,г,34.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Гель для стирки PERSIL®, Свежесть от Вернель, 1,46л",619.99,399.99,1.46,л,36.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Кофе БЕЛАДЖИО Делюкс сублимированный средней обжарки, 95г",449.99,219.99,95.0,г,52.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Торт БАЛТИЙСКИЙ, ПЕКАРЬ, 320г",259.1,187.99,320.0,г,28.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Коньяк FATHERS OLD BARREL 5-летний 40%, 0,25л",349.0,279.99,0.25,л,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Сок Я, Томатный с мякотью, 970мл",,143.99,970.0,мл,,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Мясо закусочное ИНДИЛАЙТ охлажденное, 600г",252.9,209.99,600.0,г,17.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Майонез МОСКОВСКИЙ ПРОВАНСАЛЬ Домашний 55%, 582г",165.9,129.99,582.0,г,22.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Филе куриное ПЕТРУХА, охлажденное, 850г",302.59,264.99,850.0,г,13.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Попкорн LUCKY DAYS® Карамель, 250г",93.63,78.99,250.0,г,16.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Кофе JACOBS Эспрессо в зернах, 1кг",1498.39,1199.99,1.0,кг,20.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Сосиски МОЛОЧНЫЕ, Вязанка (Стародворские колбасы), 450г",282.39,139.99,450.0,г,51.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Корнерсы ДОКТОР КЁРНЕР цельнозерновые томат и базилик, 50г",56.0,49.99,50.0,г,11.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Огурчики ДЯДЯ ВАНЯ, По-берлински, 680г",259.99,179.99,680.0,г,31.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Масляная рыба БАЛТИЙСКИЙ БЕРЕГ холодного копчения филе кусочки, 200г",434.79,259.99,200.0,г,41.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"САЛЯМИ ИТАЛЬЯНСКАЯ нарезка, мини (ОМПК), 150г",211.29,129.99,150.0,г,39.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Сок ДОБРЫЙ, Яблоко-персик, 200мл",36.99,29.99,200.0,мл,19.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Какао натуральный ЗОЛОТОЙ ЯРЛЫК (красный Октябрь), 100г",149.57,84.99,100.0,г,44.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Колбаса МЯСНАЯ ИСТОРИЯ Флорент+Пеппер сырокопченая, нарезка, 100г",215.39,149.99,100.0,г,31.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
"Чай ТЕСС, Форест Дрим, 20 пирамидок",109.39,79.99,20.0,шт,27.0,2022-10-12T00:00:00Z,2022-10-18T00:00:00Z,moskva,magnit-univer,2,2022-10-17,,2022-10-16
